Sport,2016-08-04,The International Olympic Committee rules that 271 of the 389 athletes nominated by the Russian Olympic Committee will be eligible to participate in the 2016 summer Olympics. 
Sport,2016-08-05,The 2016 Summer Olympics held in the Brazilian city of Rio de Janeiro officially start with the Opening Ceremony at Maracanã Stadium. 
Sport,2016-08-07,"After the men's 400-metre freestyle final of the 2016 Summer Olympics, Australian gold medalist Mack Horton says Chinese silver medalist Sun Yang is a ''drug cheat'', referring to Sun's three-month doping ban in 2014; Chinese netizens have swarmed Horton's online pages to demand an apology; Chinese state media has since called Horton ''immoral'' and described Australia as a former ''offshore prison''. "
Sport,2016-08-07,The International Paralympic Committee bans all Russian athletes from the Paralympics due to state-sponsored sample doctoring to avoid the detection of the use of banned drugs. 
Sport,2016-08-09,"French swimmer Camille Lacourt accuses Chinese swimmer Sun Yang of doping, saying ''he pisses purple'', while American swimmer Michael Phelps says ''something needs to be done'' to prevent doping from infiltrating swimming. "
Sport,2016-08-11,American Michael Phelps wins the gold medal in the 200-meter individual medley becoming the first swimmer to win gold medals in the same event at four successive Olympic Games. It is Phelps' 22nd gold medal in total. 
Sport,2016-08-12,"Singaporean swimmer Joseph Schooling defeats American swimmer Michael Phelps in the 100m butterfly event, attaining Singapore's first-ever Olympic gold; Schooling's winning time of 50.39 seconds is an Olympic, Asian, and national record. "
Sport,2016-08-13,"The United States becomes the first nation to win 1000 gold medals at the Olympic Games when its 4 × 100 medley relay team of Kathleen Baker, Lilly King, Dana Vollmer and Simone Manuel wins. "
Sport,2016-08-14,Usain Bolt of Jamaica becomes the first man to win three gold medals in the men's 100 metres. 
Law and crime,2016-08-14,"American Olympic swimmers Ryan Lochte, Gunnar Bentz, Jack Conger and Jimmy Feigen claimthey were robbed at gunpoint in Rio de Janeiro by men posing as Brazilian police officers. "
Disasters and accidents,2016-08-15,"An Olympics aerial camera and its cables fall sixty-five feet, injuring seven people. "
Law and crime,2016-08-17,"Judge Keyla Blanc, of Brazil's Special Tribunal for Fans and Major Events, orders Brazil police to question U.S. swimmer Ryan Lochte over inconsistencies describing the armed robbery of himself and three other American Olympians. Gunnar Bentz and Jack Conger are later removed from a plane returning to the United States. "
Politics and elections,2016-08-18,"Fiji prime minister Voreqe Bainimarama scraps plans to change the flag of Fiji as the feel-good factor envelops the Pacific nation following a first Olympic medal, a gold in men's rugby sevens. "
Sport,2016-08-20,"Matthew Centrowitz wins the men's 1,500 metres for the first American gold in the event since 1908. "
Sport,2016-08-23,The Court of Arbitration for Sport upholds a ban of Russian athletes from next month's Paralympics over its state-sponsored doping program. 
Sport,2016-09-07,"The 2016 Summer Paralympic Games, i.e., "
Sport,2016-09-14,"Iranian powerlifter Siamand Rahman cleared the bar at 310kg in the men's over 107kg, setting a new world Paralympic record and claiming his second consecutive Paralympic gold. "
Sport,2016-09-17,Iranian Para-cyclist Bahman Golbarnezhad dies after being involved in a crash during the men's C4-5 road race. 
Sport,2016-09-18,The 2016 Summer Paralympic Games close in Rio de Janeiro. 
Sport,2016-11-28,Contractors and suppliers for the Rio de Janeiro Olympic Games claim they are owed millions in unpaid debts. 
Sport,2016-12-09,"Canadian lawyer Richard McLaren issues a report claiming that 1,000 Russian athletes have been involved in or the beneficiaries of ''manipulations to conceal Positive testing''. Germany and the United States have called for Russia to be banned from international competition. "
Sport,2016-12-11,Tokyo breaks ground for the National Olympic Stadium on the site of the stadium used for the 1964 Olympic Games. 
#
Arts and culture,2016-12-23,"Carrie Fisher, the actress best known for the role of Princess Leia in the Star Wars franchise, suffers a massive heart attack while on a flight and is rushed to a hospital near Los Angeles International Airport in critical condition. "
Arts and culture,2016-12-27,"Carrie Fisher, the actress and writer best known for playing Princess Leia in the Star Wars franchise, dies following complications from a heart attack. "
Arts and culture,2016-12-28,American actress Debbie Reynolds has a stroke and dies one day after her daughter Carrie Fisher's death. 
#
Law and crime,2016-10-29,South Korean prosecutors raid the presidential Blue House in Seoul amid continuing fallout over President Park Geun-hye's influence-peddling scandal involving cult leader Choi Soon-sil. 
Politics and elections,2016-11-01,"Choi Soon-sil, the woman at the centre of a South Korean political scandal involving her friend President of Korea Park Geun-hye, is detained for questioning. "
Politics and elections,2016-11-02,Park Geun-hye seeks to appoint Kim Byong-joon as the new Prime Minister of South Korea in a bid to restore confidence after a political scandal. Kim Byong-joon replaces sacked prime minister Hwang Kyo-ahn. 
Politics and elections,2016-11-04,The President of South Korea Park Geun-hye accepts full blame for the scandal over the influence of religious figure Choi Soon-sil in Park's administration and vows to accept the results of an independent investigation into her actions. 
Politics and elections,2016-11-05,"Tens of thousands protest in the South Korean capital, Seoul, calling for the resignation of President Park Geun-hye over her links with Choi Soon-sil, who was arrested on November 3, and charged with fraud and abuse of power. "
Politics and elections,2016-11-08,"South Korean prosecutors raid the offices of Samsung Electronics as part of a ongoing probe into President Park Geun-hye's controversial association with Choi Soon-sil. Yonhap News Agency reports prosecutors are investigating whether Samsung improperly provided financial assistance to Choi's daughter, Chung Yoo-ra. "
Politics and elections,2016-11-12,"As many as 1,000,000 people march on the presidential Blue House in Seoul, South Korea, calling for the resignation of President Park Geun-hye amid an ongoing corruption scandal. It is the largest protest in South Korea since the protests against U.S. beef imports in 2008. "
Politics and elections,2016-11-13,"A South Korean official says prosecutors will question President Park Geun-hye, no later than Wednesday, about the political corruption scandal. This will be the first time a sitting president is questioned by prosecutors in a criminal case. "
